,waktu,windspeed,winddir,temp,rh,pressure,rain,solrad
3163,6/22/2019 20.50.00,0.3,89.7,25.4,87.8,1009.8,0.0,0.1
3164,6/22/2019 21.00.00,0.5,102.0,25.4,87.5,1009.8,0.0,0.2
3165,6/22/2019 21.10.00,0.9,111.8,25.4,87.2,1009.7,0.0,0.2
3166,6/22/2019 21.20.00,0.1,28.9,25.6,86.5,1009.8,0.0,0.2
3167,6/22/2019 21.30.00,1.4,127.4,25.6,86.9,1009.8,0.0,0.2
3168,6/22/2019 21.40.00,0.5,74.3,25.6,86.6,1009.8,0.0,0.1
3169,6/22/2019 21.50.00,0.3,62.6,25.6,87.3,1009.9,0.0,0.2
3170,6/22/2019 22.00.00,0.7,134.7,25.4,87.9,1009.9,0.0,0.2
3171,6/22/2019 22.10.00,0.3,96.1,25.5,87.2,1010.0,0.0,0.1
3172,6/22/2019 22.20.00,0.1,37.8,25.5,87.9,1010.0,0.0,0.2
3173,6/22/2019 22.30.00,0.7,80.9,25.3,88.0,1010.0,0.0,0.1
3174,6/22/2019 22.40.00,0.2,37.1,25.6,86.0,1009.9,0.0,0.2
3175,6/22/2019 22.50.00,0.0,0.0,25.5,86.2,1010.0,0.0,0.2
3176,6/22/2019 23.00.00,0.0,0.0,25.3,87.3,1009.9,0.0,0.7
3177,6/22/2019 23.10.00,0.1,34.0,25.2,88.0,1010.0,0.0,2.8
3178,6/22/2019 23.20.00,0.30000000000000004,67.25,25.299999999999997,86.8,1010.1,0.0,7.499999999999999
3179,6/22/2019 23.30.00,0.5,100.5,25.4,85.6,1010.2,0.0,12.2
3180,6/22/2019 23.40.00,0.6,101.0,25.6,84.5,1010.0,0.0,13.8
3181,6/22/2019 23.50.00,1.1,107.3,25.7,84.1,1010.4,0.0,17.9
3182,6/23/2019 0.00.00,0.8,110.2,25.9,83.1,1010.3,0.0,26.2
3183,6/23/2019 0.10.00,0.9,119.2,26.1,83.0,1010.4,0.0,35.4
3184,6/23/2019 0.20.00,0.6,108.9,26.3,82.0,1010.5,0.0,49.3
3185,6/23/2019 0.30.00,1.4,111.1,26.7,80.9,1010.6,0.0,57.5
3186,6/23/2019 0.40.00,1.5,127.2,27.0,78.7,1010.6,0.0,57.1
3187,6/23/2019 0.50.00,1.1,135.3,27.2,78.1,1010.6,0.0,56.8
3188,6/23/2019 1.00.00,1.4,114.9,27.5,76.6,1010.7,0.0,81.4
3189,6/23/2019 1.10.00,1.5,112.2,28.1,73.4,1010.7,0.0,290.8
3190,6/23/2019 1.20.00,1.1,105.1,28.9,71.4,1010.6,0.0,316.5
3191,6/23/2019 1.30.00,1.2,118.9,29.3,69.0,1010.5,0.0,338.6
3192,6/23/2019 1.40.00,0.8,92.3,29.8,66.6,1010.7,0.0,325.1
3193,6/23/2019 1.50.00,0.8,119.4,30.1,64.8,1010.8,0.0,291.8
3194,6/23/2019 2.00.00,0.8,47.9,30.1,62.6,1011.0,0.0,288.6
3195,6/23/2019 2.10.00,0.7,63.9,30.3,61.7,1011.0,0.0,278.9
3196,6/23/2019 2.20.00,1.0,127.3,30.6,60.3,1010.8,0.0,346.4
3197,6/23/2019 2.30.00,0.3,38.3,31.0,59.8,1010.9,0.0,404.4
3198,6/23/2019 2.40.00,0.7,14.3,31.5,59.0,1010.8,0.0,454.1
3199,6/23/2019 2.50.00,1.0,18.4,31.6,56.2,1010.8,0.0,485.6
3200,6/23/2019 3.00.00,1.2,58.16666666666666,31.76666666666667,55.733333333333334,1010.6666666666666,0.0,504.23333333333335
3201,6/23/2019 3.10.00,1.4000000000000001,97.93333333333331,31.933333333333334,55.266666666666666,1010.5333333333333,0.0,522.8666666666667
3202,6/23/2019 3.20.00,1.6,137.7,32.1,54.8,1010.4,0.0,541.5
3203,6/23/2019 3.30.00,1.4000000000000001,184.66666666666666,32.166666666666664,54.233333333333334,1010.2666666666667,0.0,509.6333333333333
3204,6/23/2019 3.40.00,1.2,231.63333333333333,32.233333333333334,53.666666666666664,1010.1333333333333,0.0,477.76666666666665
3205,6/23/2019 3.50.00,1.0,278.6,32.3,53.1,1010.0,0.0,445.9
3206,6/23/2019 4.00.00,1.5,282.3,32.8,52.4,1009.8,0.0,544.1
3207,6/23/2019 4.10.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3208,6/23/2019 4.20.00,1.6,283.5,32.8,51.8,1009.3,0.0,367.6
3209,6/23/2019 4.30.00,1.5,315.9,32.6,54.5,1009.2,0.0,516.6
3210,6/23/2019 4.40.00,1.4,311.1,33.1,51.0,1009.1,0.0,590.2
3211,6/23/2019 4.50.00,2.0,238.3,33.3,48.6,1008.9,0.0,617.3
3212,6/23/2019 5.00.00,1.5,324.9,33.8,47.6,1008.6,0.0,526.5
3213,6/23/2019 5.10.00,1.6,319.5,33.1,56.6,1008.5,0.0,594.4
3214,6/23/2019 5.20.00,2.5,313.7,32.4,59.7,1008.5,0.0,497.3
3215,6/23/2019 5.30.00,2.9,356.2,31.8,62.8,1008.2,0.0,582.7
3216,6/23/2019 5.40.00,2.7,337.0,31.5,64.8,1008.2,0.0,546.8
3217,6/23/2019 5.50.00,2.4,331.3,32.1,62.9,1008.0,0.0,616.6
3218,6/23/2019 6.00.00,2.8,332.0,32.1,62.6,1007.9,0.0,603.2
3219,6/23/2019 6.10.00,2.4,351.0,32.1,63.6,1008.0,0.0,606.4
3220,6/23/2019 6.20.00,2.0,22.2,32.0,64.2,1007.7,0.0,605.5
3221,6/23/2019 6.30.00,1.6,36.6,32.1,64.0,1007.7,0.0,539.0
3222,6/23/2019 6.40.00,2.0,335.5,32.2,63.6,1007.4,0.0,472.9
3223,6/23/2019 6.50.00,2.2,340.7,32.0,64.8,1007.3,0.0,484.2
3224,6/23/2019 7.00.00,2.0,348.0,32.3,64.9,1007.2,0.0,531.6
3225,6/23/2019 7.10.00,2.9,354.0,31.6,66.4,1006.9,0.0,467.0
3226,6/23/2019 7.20.00,2.8,340.8,31.7,66.8,1006.7,0.0,434.2
3227,6/23/2019 7.30.00,2.6,305.1,31.4,66.7,1006.6,0.0,411.8
3228,6/23/2019 7.40.00,2.3,347.1,31.8,66.1,1006.4,0.0,385.4
3229,6/23/2019 7.50.00,2.8,334.1,31.7,65.5,1006.4,0.0,382.2
3230,6/23/2019 8.00.00,2.7,319.4,31.7,66.1,1006.3,0.0,264.6
3231,6/23/2019 8.10.00,1.6,354.0,31.1,69.4,1006.2,0.0,52.1
3232,6/23/2019 8.20.00,1.8,14.8,30.6,70.9,1006.3,0.0,63.0
3233,6/23/2019 8.30.00,1.8,5.0,30.3,71.5,1006.0,0.0,34.2
3234,6/23/2019 8.40.00,1.4,330.4,30.2,71.6,1006.3,0.0,32.6
3235,6/23/2019 8.50.00,3.1,344.3,30.2,71.0,1006.4,0.0,30.4
3236,6/23/2019 9.00.00,2.2,330.0,30.0,71.4,1006.3,0.0,23.7
3237,6/23/2019 9.10.00,1.6,356.5,30.0,71.9,1006.1,0.0,25.2
3238,6/23/2019 9.20.00,1.6,357.9,30.1,71.6,1006.0,0.0,40.6
3239,6/23/2019 9.30.00,1.8,328.0,30.3,71.9,1006.1,0.0,27.9
3240,6/23/2019 9.40.00,1.7,1.4,29.9,73.2,1006.4,0.8,52.4
3241,6/23/2019 9.50.00,0.7,357.0,28.9,80.0,1006.5,1.4,50.9
3242,6/23/2019 10.00.00,1.8,69.7,28.4,79.9,1006.8,1.6,21.3
3243,6/23/2019 10.10.00,2.8,154.1,27.6,80.7,1007.2,1.8,8.4
3244,6/23/2019 10.20.00,2.8,260.5,26.6,85.4,1007.2,3.4,10.4
3245,6/23/2019 10.30.00,2.2,205.75,26.25,86.9,1007.2,4.2,9.2
3246,6/23/2019 10.40.00,1.6,151.0,25.9,88.4,1007.2,5.0,8.0
3247,6/23/2019 10.50.00,2.2,153.0,25.8,87.4,1007.4,5.0,3.8
3248,6/23/2019 11.00.00,1.9,157.1,26.1,83.5,1007.5,5.0,1.6
3249,6/23/2019 11.10.00,0.7,99.0,25.9,85.1,1007.6,5.0,1.3
3250,6/23/2019 11.20.00,0.5,53.0,25.8,85.9,1007.2,5.0,0.5
3251,6/23/2019 11.30.00,0.7,86.0,25.8,86.8,1007.4,5.0,1.2
3252,6/23/2019 11.40.00,0.8,84.1,26.0,85.2,1007.3,5.0,0.3
3253,6/23/2019 11.50.00,0.8,106.8,26.0,85.9,1007.5,5.0,1.0
3254,6/23/2019 12.00.00,1.2,132.6,25.9,86.7,1007.6,5.0,0.7
3255,6/23/2019 12.10.00,1.1,142.0,26.0,86.5,1007.7,5.0,1.1
3256,6/23/2019 12.20.00,1.0,99.2,26.1,86.2,1008.3,5.0,1.1
3257,6/23/2019 12.30.00,0.1,51.5,26.1,85.8,1008.1,5.0,1.0
3258,6/23/2019 12.40.00,0.4,40.6,26.0,87.2,1008.2,5.0,0.9
3259,6/23/2019 12.50.00,1.1,135.4,26.0,87.7,1008.6,5.0,1.1
3260,6/23/2019 13.00.00,1.1272727272727274,135.88181818181818,26.027272727272727,87.86363636363636,1008.709090909091,5.0,1.0181818181818183
3261,6/23/2019 13.10.00,1.1545454545454545,136.36363636363637,26.054545454545455,88.02727272727273,1008.8181818181819,5.0,0.9363636363636364
3262,6/23/2019 13.20.00,1.1818181818181819,136.84545454545454,26.081818181818182,88.19090909090909,1008.9272727272727,5.0,0.8545454545454546
3263,6/23/2019 13.30.00,1.2090909090909092,137.3272727272727,26.10909090909091,88.35454545454546,1009.0363636363636,5.0,0.7727272727272727
3264,6/23/2019 13.40.00,1.2363636363636363,137.8090909090909,26.136363636363637,88.51818181818182,1009.1454545454545,5.0,0.6909090909090909
3265,6/23/2019 13.50.00,1.2636363636363637,138.29090909090908,26.163636363636364,88.68181818181819,1009.2545454545455,5.0,0.6090909090909091
3266,6/23/2019 14.00.00,1.290909090909091,138.77272727272728,26.19090909090909,88.84545454545454,1009.3636363636364,5.0,0.5272727272727272
3267,6/23/2019 14.10.00,1.3181818181818181,139.25454545454545,26.21818181818182,89.00909090909092,1009.4727272727273,5.0,0.44545454545454544
3268,6/23/2019 14.20.00,1.3454545454545455,139.73636363636362,26.245454545454546,89.17272727272727,1009.5818181818181,5.0,0.36363636363636365
3269,6/23/2019 14.30.00,1.3727272727272726,140.21818181818182,26.272727272727273,89.33636363636364,1009.690909090909,5.0,0.28181818181818175
3270,6/23/2019 14.40.00,1.4,140.7,26.3,89.5,1009.8,5.0,0.2
3271,6/23/2019 14.50.00,1.5,161.3,26.3,89.2,1009.9,5.0,0.2
3272,6/23/2019 15.00.00,0.9,132.6,26.3,89.1,1010.0,5.0,0.1
3273,6/23/2019 15.10.00,0.9,118.6,26.2,88.3,1010.2,5.0,0.1
3274,6/23/2019 15.20.00,1.2,145.9,26.2,86.1,1010.3,5.0,0.1
3275,6/23/2019 15.30.00,1.6,148.6,26.4,84.0,1010.3,5.0,0.1
3276,6/23/2019 15.40.00,1.2,138.1,26.4,83.4,1010.4,5.0,0.2
3277,6/23/2019 15.50.00,1.0,121.4,26.4,83.9,1010.4,5.0,0.2
3278,6/23/2019 16.00.00,1.3,167.9,26.5,84.3,1010.5,5.0,0.2
3279,6/23/2019 16.10.00,1.2,138.7,26.5,84.5,1010.3,5.0,0.1
3280,6/23/2019 16.20.00,1.0,122.9,26.5,84.8,1010.4,5.0,0.2
3281,6/23/2019 16.30.00,0.85,101.85,26.55,84.65,1010.5,5.0,0.15000000000000002
3282,6/23/2019 16.40.00,0.7,80.8,26.6,84.5,1010.6,5.0,0.1
3283,6/23/2019 16.50.00,1.1,121.8,26.7,84.2,1010.2,5.0,0.2
3284,6/23/2019 17.00.00,1.0,123.9,26.7,83.9,1010.3,0.0,0.2
3285,6/23/2019 17.10.00,0.7,94.6,26.8,84.4,1010.3,0.0,0.3
3286,6/23/2019 17.20.00,0.4,65.6,26.7,85.0,1010.3,0.0,0.1
3287,6/23/2019 17.30.00,0.4,44.0,26.6,85.7,1010.1,0.0,0.2
3288,6/23/2019 17.40.00,0.4,63.1,26.6,85.8,1010.0,0.0,0.2
3289,6/23/2019 17.50.00,0.0,0.0,26.6,85.8,1010.0,0.0,0.1
3290,6/23/2019 18.00.00,0.2,32.1,26.6,85.9,1010.0,0.0,0.2
3291,6/23/2019 18.10.00,0.4,93.3,26.7,85.1,1010.0,0.0,0.1
3292,6/23/2019 18.20.00,0.0,0.0,26.7,85.5,1009.8,0.0,0.1
3293,6/23/2019 18.30.00,0.0,0.0,26.7,86.7,1009.7,0.0,0.2
3294,6/23/2019 18.40.00,0.0,0.0,26.6,87.5,1009.6,0.0,0.0
3295,6/23/2019 18.50.00,0.3,34.35,26.55,87.8,1009.55,0.0,0.05
3296,6/23/2019 19.00.00,0.6,68.7,26.5,88.1,1009.5,0.0,0.1
3297,6/23/2019 19.10.00,0.4,91.6,26.6,86.0,1009.2,0.0,0.2
3298,6/23/2019 19.20.00,0.1,26.7,26.7,85.7,1009.2,0.0,0.2
3299,6/23/2019 19.30.00,0.1,35.3,26.7,85.8,1009.1,0.0,0.2
3300,6/23/2019 19.40.00,0.2,47.7,26.6,86.5,1008.9,0.0,0.2
3301,6/23/2019 19.50.00,0.2,42.1,26.6,86.6,1008.8,0.0,0.1
3302,6/23/2019 20.00.00,0.1,29.25,26.6,86.4,1008.8499999999999,0.0,0.1
3303,6/23/2019 20.10.00,0.0,16.4,26.6,86.2,1008.9,0.0,0.1
3304,6/23/2019 20.20.00,0.0,0.0,26.4,86.7,1008.7,0.0,0.3
3305,6/23/2019 20.30.00,0.0,0.0,26.25,88.0,1008.75,0.0,0.25
3306,6/23/2019 20.40.00,0.0,0.0,26.1,89.3,1008.8,0.0,0.2
3307,6/23/2019 20.50.00,0.0,0.0,25.9,89.6,1008.9,0.0,0.2
3308,6/23/2019 21.00.00,0.0,0.0,25.7,89.9,1008.8,0.0,0.1
3309,6/23/2019 21.10.00,0.25,59.4,25.7,90.1,1008.8499999999999,0.0,0.1
3310,6/23/2019 21.20.00,0.5,118.8,25.7,90.3,1008.9,0.0,0.1
3311,6/23/2019 21.30.00,0.3,71.6,26.0,88.8,1008.8,0.0,0.2
3312,6/23/2019 21.40.00,0.1,31.8,26.1,87.8,1008.9,0.0,0.2
3313,6/23/2019 21.50.00,0.0,0.0,26.2,87.8,1009.0,0.0,0.1
3314,6/23/2019 22.00.00,0.0,0.0,26.2,88.5,1009.1,0.0,0.1
3315,6/23/2019 22.10.00,0.0,0.0,26.0,88.6,1009.2,0.0,0.2
3316,6/23/2019 22.20.00,0.0,0.0,25.9,88.6,1009.2,0.0,0.1
3317,6/23/2019 22.30.00,0.6,99.5,25.9,87.9,1009.4,0.0,0.0
3318,6/23/2019 22.40.00,0.2,34.7,26.1,86.3,1009.5,0.0,0.1
3319,6/23/2019 22.50.00,0.0,11.2,26.2,86.3,1009.5,0.0,0.2
3320,6/23/2019 23.00.00,0.0,0.0,26.1,87.1,1009.6,0.0,1.4
3321,6/23/2019 23.10.00,0.0,0.0,26.0,88.1,1009.6,0.0,2.9
3322,6/23/2019 23.20.00,0.0,170.25,26.2,86.9,1009.7,0.0,13.350000000000001
3323,6/23/2019 23.30.00,0.0,340.5,26.4,85.7,1009.8,0.0,23.8
3324,6/23/2019 23.40.00,0.1,22.1,26.5,84.9,1010.1,0.0,33.6
3325,6/23/2019 23.50.00,0.4,53.7,26.7,85.1,1009.8,0.0,41.0
3326,6/24/2019 0.00.00,0.6,100.6,26.9,83.8,1009.8,0.0,40.4
3327,6/24/2019 0.10.00,0.5,48.5,27.1,82.9,1010.0,0.0,34.2
3328,6/24/2019 0.20.00,0.8,124.8,27.2,82.2,1010.0,0.0,48.7
3329,6/24/2019 0.30.00,0.8,127.9,27.4,82.0,1010.2,0.0,60.1
3330,6/24/2019 0.40.00,0.5,89.9,27.6,80.0,1010.2,0.0,71.8
3331,6/24/2019 0.50.00,0.6,68.0,27.8,78.1,1010.3,0.0,73.6
3332,6/24/2019 1.00.00,0.5,36.1,28.1,76.8,1010.4,0.0,89.7
3333,6/24/2019 1.10.00,0.4,41.3,28.4,74.5,1010.5,0.0,258.5
3334,6/24/2019 1.20.00,1.2,146.9,28.7,71.4,1010.6,0.0,271.4
3335,6/24/2019 1.30.00,0.8,91.9,29.0,70.7,1010.6,0.0,306.7
3336,6/24/2019 1.40.00,0.5,57.8,29.4,69.6,1010.4,0.0,343.4
3337,6/24/2019 1.50.00,0.8,106.9,29.6,68.3,1010.5,0.0,315.9
3338,6/24/2019 2.00.00,1.0,90.8,29.8,67.9,1010.4,0.0,381.3
3339,6/24/2019 2.10.00,0.8,22.8,30.0,69.1,1010.4,0.0,375.9
3340,6/24/2019 2.20.00,0.3,38.2,30.6,67.0,1010.3,0.0,372.6
3341,6/24/2019 2.30.00,1.2,90.5,30.2,67.6,1010.2,0.0,238.8
3342,6/24/2019 2.40.00,0.6,44.5,30.2,67.3,1010.3,0.0,256.6
3343,6/24/2019 2.50.00,0.7,66.9,30.2,66.5,1010.2,0.0,242.6
3344,6/24/2019 3.00.00,0.0,1.5,30.3,65.7,1010.0,0.0,351.0
3345,6/24/2019 3.10.00,1.2,87.2,31.4,62.3,1010.0,0.0,369.8
3346,6/24/2019 3.20.00,0.7,85.1,31.3,60.7,1010.2,0.0,404.4
3347,6/24/2019 3.30.00,0.6,49.7,31.9,58.8,1010.0,0.0,606.7
3348,6/24/2019 3.40.00,0.7,48.3,31.8,59.3,1009.9,0.0,552.8
3349,6/24/2019 3.50.00,0.3,4.8,31.9,61.0,1009.7,0.0,472.0
3350,6/24/2019 4.00.00,0.15,2.4,15.95,30.5,504.85,0.0,236.0
3351,6/24/2019 4.10.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3352,6/24/2019 4.20.00,1.2,91.1,32.1,60.0,1009.0,0.0,478.6
3353,6/24/2019 4.30.00,1.0,24.7,32.2,61.8,1009.0,0.0,356.5
3354,6/24/2019 4.40.00,2.5,318.2,31.4,65.4,1008.9,0.0,281.4
3355,6/24/2019 4.50.00,2.9,328.1,30.7,67.5,1008.9,0.0,359.9
3356,6/24/2019 5.00.00,2.0,349.7,31.8,66.2,1008.6,0.0,680.8
3357,6/24/2019 5.10.00,2.3,298.5,31.7,65.7,1008.4,0.0,594.3
3358,6/24/2019 5.20.00,2.0,342.5,31.6,65.8,1008.5,0.0,573.0
3359,6/24/2019 5.30.00,1.7,320.9,31.8,65.8,1008.3,0.0,568.7
3360,6/24/2019 5.40.00,2.1,315.9,32.0,65.6,1008.3,0.0,552.7
3361,6/24/2019 5.50.00,3.0,315.0,31.4,65.3,1008.0,0.0,530.5
3362,6/24/2019 6.00.00,2.0,325.7,31.6,65.1,1007.7,0.0,526.0
3363,6/24/2019 6.10.00,2.5,318.1,31.8,64.5,1007.7,0.0,514.8
3364,6/24/2019 6.20.00,1.8,7.2,31.6,64.7,1007.5,0.0,496.0
3365,6/24/2019 6.30.00,3.2,316.3,31.7,64.1,1007.3,0.0,467.6
3366,6/24/2019 6.40.00,2.6,333.2,31.3,66.6,1007.3,0.0,405.6
3367,6/24/2019 6.50.00,2.6,328.2,31.2,64.8,1007.2,0.0,405.5
3368,6/24/2019 7.00.00,2.2,347.8,31.5,65.3,1007.2,0.0,412.1
3369,6/24/2019 7.10.00,2.3,320.6,31.4,64.2,1007.1,0.0,398.7
3370,6/24/2019 7.20.00,1.4,328.5,31.4,64.8,1007.0,0.0,380.5
3371,6/24/2019 7.30.00,2.4,333.8,31.4,64.9,1006.9,0.0,348.3
3372,6/24/2019 7.40.00,2.1,331.6,31.0,64.7,1006.9,0.0,359.7
3373,6/24/2019 7.50.00,2.6,330.6,31.2,64.6,1006.7,0.0,353.9
3374,6/24/2019 8.00.00,2.3,335.1,31.2,65.5,1006.9,0.0,284.0
3375,6/24/2019 8.10.00,1.5,10.1,31.0,66.4,1006.7,0.0,116.0
3376,6/24/2019 8.20.00,2.4,7.4,30.5,68.4,1006.7,0.0,112.5
3377,6/24/2019 8.30.00,2.4,359.4,30.3,69.5,1006.7,0.0,101.2
3378,6/24/2019 8.40.00,2.2,354.66666666666663,30.3,70.3,1006.8000000000001,0.0,104.53333333333333
3379,6/24/2019 8.50.00,2.0,349.93333333333334,30.3,71.10000000000001,1006.9,0.0,107.86666666666667
3380,6/24/2019 9.00.00,1.8,345.2,30.3,71.9,1007.0,0.0,111.2
3381,6/24/2019 9.10.00,1.8666666666666667,344.7,30.066666666666666,72.46666666666667,1007.0333333333333,0.0,88.66666666666667
3382,6/24/2019 9.20.00,1.9333333333333333,344.2,29.833333333333336,73.03333333333333,1007.0666666666667,0.0,66.13333333333334
3383,6/24/2019 9.30.00,2.0,343.7,29.6,73.6,1007.1,0.0,43.6
3384,6/24/2019 9.40.00,2.8,307.2,29.6,73.1,1007.3,0.0,46.8
3385,6/24/2019 9.50.00,2.4,328.6,29.5,73.1,1007.4,0.0,40.5
3386,6/24/2019 10.00.00,1.6,329.6,29.5,73.9,1007.4,0.0,28.2
3387,6/24/2019 10.10.00,0.8,343.7,29.4,75.6,1007.4,0.0,14.2
3388,6/24/2019 10.20.00,1.3,6.1,29.2,76.1,1007.6,0.0,8.7
3389,6/24/2019 10.30.00,1.8,327.3,29.3,76.0,1007.6,0.0,6.9
3390,6/24/2019 10.40.00,1.7,16.3,29.2,76.2,1007.7,0.0,4.1
3391,6/24/2019 10.50.00,1.6,23.0,29.1,76.0,1007.6,0.0,1.9
3392,6/24/2019 11.00.00,1.5,8.8,29.0,77.0,1007.8,0.0,0.3
3393,6/24/2019 11.10.00,1.0,344.7,29.1,78.3,1007.8,0.0,0.2
3394,6/24/2019 11.20.00,2.175,323.6,28.3,80.775,1007.875,0.25,0.525
3395,6/24/2019 11.30.00,3.35,302.5,27.5,83.25,1007.95,0.5,0.8500000000000001
3396,6/24/2019 11.40.00,4.525,281.4,26.7,85.725,1008.025,0.75,1.175
3397,6/24/2019 11.50.00,5.7,260.3,25.9,88.2,1008.1,1.0,1.5
3398,6/24/2019 12.00.00,4.7,297.7,24.3,93.8,1008.5,5.0,3.3
3399,6/24/2019 12.10.00,2.1,305.5,23.5,95.6,1009.5,22.0,2.3
3400,6/24/2019 12.20.00,1.6,253.4,23.0,96.4,1010.2,39.2,0.6
3401,6/24/2019 12.30.00,0.8,28.7,23.0,97.1,1010.0,48.8,1.3
3402,6/24/2019 12.40.00,1.9,356.4,23.2,97.3,1009.5,51.6,1.4
3403,6/24/2019 12.50.00,0.4,346.3,23.1,97.3,1009.4,51.8,0.7
3404,6/24/2019 13.00.00,0.0,0.0,23.3,97.3,1009.7,51.8,0.3
3405,6/24/2019 13.10.00,0.0,350.1,23.6,97.3,1009.7,51.8,1.2
3406,6/24/2019 13.20.00,0.0,10.6,23.8,97.4,1010.0,51.8,0.8
3407,6/24/2019 13.30.00,0.0,0.0,24.0,97.4,1010.1,51.8,0.6
3408,6/24/2019 13.40.00,0.0,0.0,24.0,97.5,1010.2,51.8,0.6
3409,6/24/2019 13.50.00,0.0,0.0,24.1,97.5,1010.3,51.8,0.8
3410,6/24/2019 14.00.00,0.0,0.0,24.25,97.55,1010.3,51.8,0.75
3411,6/24/2019 14.10.00,0.0,0.0,24.4,97.6,1010.3,51.8,0.7
3412,6/24/2019 14.20.00,0.0,0.0,24.2,97.6,1010.5,51.8,0.9
3413,6/24/2019 14.30.00,0.0,0.0,24.2,97.7,1010.5,51.8,0.8
3414,6/24/2019 14.40.00,0.0,0.0,24.3,97.7,1010.7,51.8,1.7
3415,6/24/2019 14.50.00,0.0,0.0,24.3,97.7,1010.8,51.8,1.0
3416,6/24/2019 15.00.00,0.8,80.9,24.4,97.6,1010.8,51.8,1.1
3417,6/24/2019 15.10.00,0.1,29.8,24.4,97.5,1010.9,51.8,1.2
3418,6/24/2019 15.20.00,0.1,15.7,24.4,97.4,1010.7,51.8,1.3
3419,6/24/2019 15.30.00,0.1,22.4,24.4,97.4,1010.7,51.8,1.5
3420,6/24/2019 15.40.00,0.0,0.0,24.3,97.4,1010.7,51.8,1.9
3421,6/24/2019 15.50.00,0.0,0.0,24.2,97.4,1010.6,51.8,1.6
3422,6/24/2019 16.00.00,0.0,0.0,24.3,97.5,1010.7,51.8,0.8
3423,6/24/2019 16.10.00,0.0,0.0,24.4,97.6,1010.5,51.8,1.9
3424,6/24/2019 16.20.00,0.0,0.0,24.45,97.65,1010.4,51.8,1.65
3425,6/24/2019 16.30.00,0.0,0.0,24.5,97.7,1010.3,51.8,1.4
3426,6/24/2019 16.40.00,0.0,0.0,24.5,97.7,1010.5,51.8,0.7
3427,6/24/2019 16.50.00,0.0,0.0,24.4,97.7,1010.7,51.8,2.1
3428,6/24/2019 17.00.00,0.0,0.0,24.5,97.8,1010.6,0.0,1.9
3429,6/24/2019 17.10.00,0.0,0.0,24.5,97.8,1010.5,0.0,2.0
3430,6/24/2019 17.20.00,0.0,0.0,24.5,97.7,1010.5,0.0,1.4
3431,6/24/2019 17.30.00,0.1,32.0,24.4,97.7,1010.5,0.0,0.7
3432,6/24/2019 17.40.00,0.0,0.0,24.3,97.6,1010.3,0.0,0.6
3433,6/24/2019 17.50.00,0.15,36.5,24.3,97.55,1010.25,0.0,0.8500000000000001
3434,6/24/2019 18.00.00,0.3,73.0,24.3,97.5,1010.2,0.0,1.1
3435,6/24/2019 18.10.00,0.0,12.5,24.3,97.5,1009.9,0.0,1.4
3436,6/24/2019 18.20.00,0.0,0.0,24.2,97.5,1009.9,0.0,2.1
3437,6/24/2019 18.30.00,0.5,83.0,24.2,97.5,1009.7,0.0,1.8
3438,6/24/2019 18.40.00,0.2,38.5,24.3,97.4,1009.5,0.0,2.2
3439,6/24/2019 18.50.00,0.13333333333333336,36.766666666666666,24.3,97.23333333333333,1009.4666666666667,0.0,1.9000000000000001
3440,6/24/2019 19.00.00,0.06666666666666668,35.03333333333333,24.3,97.06666666666668,1009.4333333333333,0.0,1.6
3441,6/24/2019 19.10.00,0.0,33.3,24.3,96.9,1009.4,0.0,1.3
3442,6/24/2019 19.20.00,0.1,39.7,24.2,96.6,1009.4,0.0,1.2
3443,6/24/2019 19.30.00,0.05,19.85,24.2,96.69999999999999,1009.4,0.0,0.8
3444,6/24/2019 19.40.00,0.0,0.0,24.2,96.8,1009.4,0.0,0.4
3445,6/24/2019 19.50.00,0.0,0.0,24.1,96.9,1009.3,0.0,1.1
3446,6/24/2019 20.00.00,0.0,0.0,24.2,97.0,1009.6,0.0,1.0
3447,6/24/2019 20.10.00,0.2,336.2,24.2,97.0,1009.6,0.0,1.8
3448,6/24/2019 20.20.00,0.2,340.5,24.2,96.8,1009.6,0.0,1.5
3449,6/24/2019 20.30.00,0.4,310.2,24.1,95.3,1009.4,0.0,1.7
3450,6/24/2019 20.40.00,0.5,307.5,24.2,92.2,1009.5,0.0,0.6
3451,6/24/2019 20.50.00,0.9,273.8,24.1,90.5,1009.7,0.0,1.3
3452,6/24/2019 21.00.00,0.6,270.3,24.3,88.5,1009.7,0.0,0.7
3453,6/24/2019 21.10.00,0.4666666666666667,281.8666666666667,24.233333333333334,88.5,1009.8000000000001,0.0,0.6333333333333333
3454,6/24/2019 21.20.00,0.3333333333333333,293.43333333333334,24.166666666666668,88.5,1009.9,0.0,0.5666666666666667
3455,6/24/2019 21.30.00,0.2,305.0,24.1,88.5,1010.0,0.0,0.5
3456,6/24/2019 21.40.00,0.2,333.3,23.9,90.3,1010.1,0.2,1.1
3457,6/24/2019 21.50.00,1.0,241.7,23.9,88.5,1010.1,0.2,1.0
3458,6/24/2019 22.00.00,0.4,288.1,24.0,88.0,1010.3,0.2,0.6
3459,6/24/2019 22.10.00,0.3,321.1,23.9,87.7,1010.4,0.2,1.0
3460,6/24/2019 22.20.00,0.2,214.06666666666666,23.766666666666666,88.93333333333334,1010.3333333333334,0.2,0.9333333333333333
