,waktu,windspeed,winddir,temp,rh,pressure,rain,solrad
18737,10/8/2019 21.30.00,0.1,2.3,25.1,88.7,1008.8,0.0,0.3
18738,10/8/2019 21.40.00,0.45000000000000007,37.1,25.200000000000003,86.35,1008.8,0.0,0.35
18739,10/8/2019 21.50.00,0.8,71.9,25.3,84.0,1008.8,0.0,0.4
18740,10/8/2019 22.00.00,1.3,102.8,25.55,80.45,1008.8,0.0,0.25
18741,10/8/2019 22.10.00,1.8,133.7,25.8,76.9,1008.8,0.0,0.1
18742,10/8/2019 22.20.00,1.0,74.6,25.7,76.8,1008.8,0.0,0.1
18743,10/8/2019 22.30.00,0.8,48.8,25.6,76.8,1008.9,0.0,0.2
18744,10/8/2019 22.40.00,0.6,71.4,25.7,76.2,1009.0,0.0,1.4
18745,10/8/2019 22.50.00,1.5,155.9,25.8,75.8,1009.1,0.0,7.4
18746,10/8/2019 23.00.00,1.6,181.2,26.0,74.4,1009.0,0.0,18.6
18747,10/8/2019 23.10.00,1.25,149.39999999999998,26.0,75.2,1009.2,0.0,30.75
18748,10/8/2019 23.20.00,0.9,117.6,26.0,76.0,1009.4,0.0,42.9
18749,10/8/2019 23.30.00,0.1,26.5,26.0,76.9,1009.7,0.0,52.5
18750,10/8/2019 23.40.00,0.45000000000000007,43.0,26.15,76.35,1009.8,0.0,66.0
18751,10/8/2019 23.50.00,0.8,59.5,26.3,75.8,1009.9,0.0,79.5
18752,10/9/2019 0.00.00,1.3,147.2,26.6,73.5,1010.0,0.0,101.0
18753,10/9/2019 0.10.00,1.0,137.7,27.0,73.0,1010.4,0.0,112.9
18754,10/9/2019 0.20.00,1.5,121.6,27.2,72.8,1010.5,0.0,124.5
18755,10/9/2019 0.30.00,2.0,138.2,27.3,71.6,1010.7,0.0,240.2
18756,10/9/2019 0.40.00,1.6,123.6,28.0,69.69999999999999,1010.6500000000001,0.0,274.54999999999995
18757,10/9/2019 0.50.00,1.2,109.0,28.7,67.8,1010.6,0.0,308.9
18758,10/9/2019 1.00.00,1.7,139.0,28.9,65.1,1010.8,0.0,356.0
18759,10/9/2019 1.10.00,1.2,153.7,29.2,63.8,1010.9,0.0,298.3
18760,10/9/2019 1.20.00,1.4,149.1,29.6,62.4,1011.0,0.0,333.4
18761,10/9/2019 1.30.00,1.7,45.2,29.9,59.8,1011.0,0.0,251.6
18762,10/9/2019 1.40.00,1.4,113.2,29.8,60.9,1011.0,0.0,302.4
18763,10/9/2019 1.50.00,0.5,70.6,30.2,62.4,1011.1,0.0,307.4
18764,10/9/2019 2.00.00,0.7,81.6,30.4,61.7,1011.2,0.0,279.6
18765,10/9/2019 2.10.00,0.4,31.8,30.5,61.2,1011.2,0.0,356.6
18766,10/9/2019 2.20.00,0.8,86.6,31.2,60.3,1011.1,0.0,368.7
18767,10/9/2019 2.30.00,0.5,46.9,31.3,59.1,1011.1,0.0,475.2
18768,10/9/2019 2.40.00,0.65,160.2,31.1,58.0,1011.1,0.0,427.6
18769,10/9/2019 2.50.00,0.8,273.5,30.9,56.9,1011.1,0.0,380.0
18770,10/9/2019 3.00.00,0.3,23.9,31.1,58.0,1011.1,0.0,366.9
18771,10/9/2019 3.10.00,0.1,342.0,31.9,54.1,1011.0,0.0,428.8
18772,10/9/2019 3.20.00,0.6,22.6,31.8,54.4,1010.7,0.0,455.7
18773,10/9/2019 3.30.00,1.3,73.1,32.3,53.6,1010.5,0.0,722.2
18774,10/9/2019 3.40.00,0.9,327.5,32.7,52.6,1010.4,0.0,750.5
18775,10/9/2019 3.50.00,1.1,298.2,32.8,51.9,1010.1,0.0,827.9
18776,10/9/2019 4.00.00,1.3,356.0,33.5,51.1,1010.0,0.0,831.6
18777,10/9/2019 4.10.00,3.1,48.0,33.5,49.5,1009.4,0.0,201.6
18778,10/9/2019 4.20.00,3.0,340.4,32.4,50.8,1009.6,0.0,451.8
18779,10/9/2019 4.30.00,2.6,12.1,32.2,51.4,1009.4,0.0,704.8
18780,10/9/2019 4.40.00,2.5,326.7,32.3,51.1,1009.4,0.0,675.1
18781,10/9/2019 4.50.00,1.8,355.9,32.2,52.0,1009.4,0.0,731.3
18782,10/9/2019 5.00.00,1.0,359.7,32.7,52.5,1009.3,0.0,768.4
18783,10/9/2019 5.10.00,1.4,327.3,32.3,54.3,1009.0,0.0,690.8
18784,10/9/2019 5.20.00,2.1,7.2,32.6,55.5,1008.8,0.0,709.4
18785,10/9/2019 5.30.00,1.4,342.8,32.3,56.2,1008.6,0.0,599.8
18786,10/9/2019 5.40.00,1.8,311.7,32.2,57.3,1008.4,0.0,657.5
18787,10/9/2019 5.50.00,2.8,343.3,32.0,59.0,1008.3,0.0,716.6
18788,10/9/2019 6.00.00,1.8,345.8,32.3,58.5,1007.9,0.0,605.6
18789,10/9/2019 6.10.00,2.2,339.5,31.8,60.1,1007.8,0.0,562.7
18790,10/9/2019 6.20.00,2.4,1.6,31.5,62.0,1007.7,0.0,535.5
18791,10/9/2019 6.30.00,2.8,347.7,31.2,63.4,1007.6,0.0,634.7
18792,10/9/2019 6.40.00,1.3,9.1,32.0,60.7,1007.6,0.0,586.4
18793,10/9/2019 6.50.00,2.7,2.1,31.8,58.9,1007.7,0.0,616.2
18794,10/9/2019 7.00.00,2.7,357.6,31.4,59.4,1007.8,0.0,528.7
18795,10/9/2019 7.10.00,1.9,340.8,31.4,59.5,1007.4,0.0,425.2
18796,10/9/2019 7.20.00,2.1,353.1,31.5,58.3,1007.3,0.0,488.3
18797,10/9/2019 7.30.00,1.8,336.9,31.9,57.5,1006.9,0.0,495.7
18798,10/9/2019 7.40.00,2.7,333.6,31.0,58.7,1007.4,0.0,281.0
18799,10/9/2019 7.50.00,2.2,337.05,30.75,59.650000000000006,1007.55,0.0,212.35
18800,10/9/2019 8.00.00,1.7,340.5,30.5,60.6,1007.7,0.0,143.7
18801,10/9/2019 8.10.00,1.3,352.6,30.4,62.2,1007.6,0.0,169.8
18802,10/9/2019 8.20.00,1.4,6.5,30.4,62.7,1007.5,0.0,197.2
18803,10/9/2019 8.30.00,1.4,328.7,30.4,63.2,1007.4,0.0,118.7
18804,10/9/2019 8.40.00,1.3,335.9,30.1,64.1,1007.9,0.0,97.0
18805,10/9/2019 8.50.00,1.9,338.2,30.0,64.2,1007.9,0.0,91.7
18806,10/9/2019 9.00.00,1.0,15.2,29.8,64.7,1008.1,0.0,38.0
18807,10/9/2019 9.10.00,1.3,335.7,29.8,64.1,1008.4,0.0,23.2
18808,10/9/2019 9.20.00,0.9,25.3,29.8,64.7,1008.5,0.0,21.2
18809,10/9/2019 9.30.00,0.8,0.0,29.7,65.2,1008.4,0.0,24.3
18810,10/9/2019 9.40.00,0.4,351.2,29.6,66.0,1008.4,0.0,18.2
18811,10/9/2019 9.50.00,1.1,17.4,29.6,66.7,1008.6,0.0,8.5
18812,10/9/2019 10.00.00,0.8,25.7,29.3,67.7,1008.6,0.0,2.4
18813,10/9/2019 10.10.00,2.1,140.0,28.8,70.8,1009.0,0.0,0.6
18814,10/9/2019 10.20.00,2.3,125.9,27.2,79.7,1009.4,0.0,0.4
18815,10/9/2019 10.30.00,1.6,133.8,26.4,85.9,1009.4,1.8,3.4
18816,10/9/2019 10.40.00,2.4,141.8,25.5,90.0,1009.5,3.6,3.7
18817,10/9/2019 10.50.00,1.6,123.9,25.2,92.1,1009.4,4.4,2.3
18818,10/9/2019 11.00.00,0.8,154.2,24.9,92.6,1009.3,4.8,2.4
18819,10/9/2019 11.10.00,1.1,98.4,24.7,92.3,1009.3,4.8,2.0
18820,10/9/2019 11.20.00,1.0,122.3,24.8,92.7,1009.1,4.8,2.1
18821,10/9/2019 11.30.00,1.2,146.4,24.8,92.8,1009.1,4.8,1.0
18822,10/9/2019 11.40.00,1.2,147.8,25.1,92.6,1009.1,4.8,2.5
18823,10/9/2019 11.50.00,0.7,50.7,25.1,91.6,1009.2,5.0,2.2
18824,10/9/2019 12.00.00,0.9,123.9,25.2,90.5,1009.2,5.0,2.1
18825,10/9/2019 12.10.00,0.8,115.9,25.4,90.4,1009.2,5.2,2.0
18826,10/9/2019 12.20.00,0.9,112.1,25.4,90.3,1009.3,5.2,1.3
18827,10/9/2019 12.30.00,1.0,121.9,25.5,90.7,1009.7,5.2,1.6
18828,10/9/2019 12.40.00,1.5,115.0,25.4,90.8,1009.7,5.2,2.3
18829,10/9/2019 12.50.00,1.0,131.2,25.5,91.2,1009.9,5.2,1.1
18830,10/9/2019 13.00.00,0.9307692307692308,124.49230769230768,25.46923076923077,91.08461538461539,1009.9153846153846,5.2,1.123076923076923
18831,10/9/2019 13.10.00,0.8615384615384616,117.78461538461538,25.43846153846154,90.96923076923078,1009.9307692307692,5.2,1.1461538461538463
18832,10/9/2019 13.20.00,0.7923076923076923,111.07692307692307,25.407692307692308,90.85384615384616,1009.9461538461538,5.2,1.1692307692307693
18833,10/9/2019 13.30.00,0.7230769230769231,104.36923076923077,25.376923076923077,90.73846153846154,1009.9615384615385,5.2,1.1923076923076923
18834,10/9/2019 13.40.00,0.6538461538461539,97.66153846153846,25.346153846153847,90.62307692307692,1009.9769230769231,5.2,1.2153846153846155
18835,10/9/2019 13.50.00,0.5846153846153845,90.95384615384614,25.315384615384616,90.50769230769231,1009.9923076923077,5.2,1.2384615384615385
18836,10/9/2019 14.00.00,0.5153846153846153,84.24615384615385,25.284615384615385,90.3923076923077,1010.0076923076923,5.2,1.2615384615384615
18837,10/9/2019 14.10.00,0.4461538461538461,77.53846153846153,25.253846153846155,90.27692307692308,1010.0230769230769,5.2,1.2846153846153845
18838,10/9/2019 14.20.00,0.3769230769230769,70.83076923076922,25.223076923076924,90.16153846153847,1010.0384615384615,5.2,1.3076923076923077
18839,10/9/2019 14.30.00,0.3076923076923077,64.12307692307692,25.192307692307693,90.04615384615384,1010.0538461538462,5.2,1.3307692307692307
18840,10/9/2019 14.40.00,0.2384615384615384,57.41538461538461,25.161538461538463,89.93076923076923,1010.0692307692308,5.2,1.353846153846154
18841,10/9/2019 14.50.00,0.16923076923076918,50.7076923076923,25.130769230769232,89.81538461538462,1010.0846153846154,5.2,1.376923076923077
18842,10/9/2019 15.00.00,0.1,44.0,25.1,89.7,1010.1,5.2,1.4
18843,10/9/2019 15.10.00,0.0,0.0,25.1,89.8,1010.0,5.2,0.4
18844,10/9/2019 15.20.00,0.0,0.0,25.0,90.1,1010.0,5.2,0.9
18845,10/9/2019 15.30.00,0.0,0.0,25.013333333333332,90.16,1009.88,4.8533333333333335,0.9066666666666667
18846,10/9/2019 15.40.00,0.0,0.0,25.026666666666667,90.22,1009.76,4.506666666666667,0.9133333333333333
18847,10/9/2019 15.50.00,0.0,0.0,25.04,90.28,1009.64,4.16,0.92
18848,10/9/2019 16.00.00,0.0,0.0,25.053333333333335,90.33999999999999,1009.52,3.8133333333333335,0.9266666666666666
18849,10/9/2019 16.10.00,0.0,0.0,25.066666666666666,90.39999999999999,1009.4,3.466666666666667,0.9333333333333333
18850,10/9/2019 16.20.00,0.0,0.0,25.08,90.46,1009.28,3.12,0.9400000000000001
18851,10/9/2019 16.30.00,0.0,0.0,25.093333333333334,90.52,1009.16,2.7733333333333334,0.9466666666666667
18852,10/9/2019 16.40.00,0.0,0.0,25.106666666666666,90.58,1009.0400000000001,2.4266666666666667,0.9533333333333334
18853,10/9/2019 16.50.00,0.0,0.0,25.12,90.64,1008.9200000000001,2.08,0.96
18854,10/9/2019 17.00.00,0.0,0.0,25.133333333333333,90.7,1008.8000000000001,1.7333333333333334,0.9666666666666667
18855,10/9/2019 17.10.00,0.0,0.0,25.146666666666665,90.76,1008.6800000000001,1.3866666666666667,0.9733333333333334
18856,10/9/2019 17.20.00,0.0,0.0,25.16,90.82,1008.5600000000001,1.04,0.98
18857,10/9/2019 17.30.00,0.0,0.0,25.173333333333332,90.88,1008.44,0.6933333333333334,0.9866666666666667
18858,10/9/2019 17.40.00,0.0,0.0,25.186666666666667,90.94,1008.32,0.3466666666666667,0.9933333333333333
18859,10/9/2019 17.50.00,0.0,0.0,25.2,91.0,1008.2,0.0,1.0
18860,10/9/2019 18.00.00,0.0,0.0,25.3,91.0,1008.3,0.0,0.7
18861,10/9/2019 18.10.00,0.0,19.2,25.4,90.3,1008.3,0.0,0.4
18862,10/9/2019 18.20.00,0.0,0.0,25.5,88.8,1008.2,0.0,1.7
18863,10/9/2019 18.30.00,0.0,0.0,25.5,88.5,1008.1,0.0,0.2
18864,10/9/2019 18.40.00,0.0,0.0,25.45,88.6,1008.05,0.0,0.35
18865,10/9/2019 18.50.00,0.0,0.0,25.4,88.7,1008.0,0.0,0.5
18866,10/9/2019 19.00.00,0.0,0.0,25.4,88.8,1008.0,0.0,1.5
18867,10/9/2019 19.10.00,0.0,0.0,25.4,89.0,1007.8,0.0,0.8
18868,10/9/2019 19.20.00,0.0,0.0,25.3,88.9,1007.6,0.0,1.0
18869,10/9/2019 19.30.00,0.0,0.0,25.3,89.3,1007.7,0.0,0.2
18870,10/9/2019 19.40.00,0.0,347.1,25.2,90.0,1007.7,0.0,0.7
18871,10/9/2019 19.50.00,0.3,314.5,25.1,90.4,1007.6,0.0,0.6
18872,10/9/2019 20.00.00,0.3,313.0,25.3,89.1,1007.6,0.0,0.4
18873,10/9/2019 20.10.00,0.0,0.0,25.3,88.7,1007.7,0.0,0.3
18874,10/9/2019 20.20.00,0.1,334.3,25.3,89.0,1007.9,0.0,0.0
18875,10/9/2019 20.30.00,0.8,278.7,25.4,87.8,1007.8,0.0,0.1
18876,10/9/2019 20.40.00,0.1,313.0,25.5,86.8,1007.7,0.0,0.1
18877,10/9/2019 20.50.00,0.0,0.0,25.4,88.1,1007.8,0.0,0.3
18878,10/9/2019 21.00.00,0.0,0.0,25.2,89.3,1008.0,0.0,0.2
18879,10/9/2019 21.10.00,0.0,0.0,25.1,89.75,1008.05,0.0,0.25
18880,10/9/2019 21.20.00,0.0,0.0,25.0,90.2,1008.1,0.0,0.3
18881,10/9/2019 21.30.00,0.0,0.0,25.0,89.5,1008.2,0.0,0.2
18882,10/9/2019 21.40.00,0.0,12.6,25.0,89.7,1008.5,0.0,0.1
18883,10/9/2019 21.50.00,0.0,0.0,25.0,90.0,1008.4,0.0,0.2
18884,10/9/2019 22.00.00,0.0,0.0,25.1,89.9,1008.7,0.0,0.2
18885,10/9/2019 22.10.00,0.0,15.8,25.1,89.7,1008.7,0.0,0.3
18886,10/9/2019 22.20.00,0.3,48.2,25.3,90.0,1008.9,0.0,0.3
18887,10/9/2019 22.30.00,0.0,14.3,25.3,90.4,1008.9,0.0,0.3
18888,10/9/2019 22.40.00,0.0,0.0,25.2,90.9,1009.0,0.0,1.5
18889,10/9/2019 22.50.00,0.0,0.0,25.3,91.1,1009.1,0.0,6.6
18890,10/9/2019 23.00.00,0.0,0.0,25.2,91.2,1009.1,0.0,13.8
18891,10/9/2019 23.10.00,0.0,0.0,25.35,90.55000000000001,1009.1,0.0,19.8
18892,10/9/2019 23.20.00,0.0,0.0,25.5,89.9,1009.1,0.0,25.8
18893,10/9/2019 23.30.00,0.15,24.65,25.7,88.6,1009.1500000000001,0.0,37.1
18894,10/9/2019 23.40.00,0.3,49.3,25.9,87.3,1009.2,0.0,48.4
18895,10/9/2019 23.50.00,0.3466666666666667,57.266666666666666,26.16,86.08666666666666,1009.3066666666667,0.0,72.50666666666666
18896,10/10/2019 0.00.00,0.3933333333333333,65.23333333333333,26.419999999999998,84.87333333333333,1009.4133333333334,0.0,96.61333333333334
18897,10/10/2019 0.10.00,0.43999999999999995,73.2,26.68,83.66,1009.52,0.0,120.72
18898,10/10/2019 0.20.00,0.48666666666666664,81.16666666666667,26.939999999999998,82.44666666666666,1009.6266666666667,0.0,144.82666666666668
18899,10/10/2019 0.30.00,0.5333333333333333,89.13333333333333,27.2,81.23333333333333,1009.7333333333333,0.0,168.93333333333334
18900,10/10/2019 0.40.00,0.58,97.1,27.46,80.02,1009.84,0.0,193.04000000000002
18901,10/10/2019 0.50.00,0.6266666666666667,105.06666666666666,27.72,78.80666666666666,1009.9466666666667,0.0,217.14666666666668
18902,10/10/2019 1.00.00,0.6733333333333333,113.03333333333333,27.98,77.59333333333333,1010.0533333333333,0.0,241.25333333333336
18903,10/10/2019 1.10.00,0.72,121.0,28.24,76.38,1010.16,0.0,265.36
18904,10/10/2019 1.20.00,0.7666666666666666,128.96666666666667,28.5,75.16666666666666,1010.2666666666667,0.0,289.4666666666667
18905,10/10/2019 1.30.00,0.8133333333333332,136.93333333333334,28.759999999999998,73.95333333333333,1010.3733333333333,0.0,313.5733333333333
18906,10/10/2019 1.40.00,0.8599999999999999,144.9,29.02,72.74,1010.48,0.0,337.68
18907,10/10/2019 1.50.00,0.9066666666666665,152.86666666666667,29.28,71.52666666666666,1010.5866666666666,0.0,361.7866666666667
18908,10/10/2019 2.00.00,0.9533333333333334,160.83333333333334,29.54,70.31333333333333,1010.6933333333333,0.0,385.8933333333333
18909,10/10/2019 2.10.00,1.0,168.8,29.8,69.1,1010.8,0.0,410.0
18910,10/10/2019 2.20.00,1.0,154.73333333333335,29.875,68.56666666666666,1010.6916666666666,0.0,399.4166666666667
18911,10/10/2019 2.30.00,1.0,140.66666666666669,29.95,68.03333333333333,1010.5833333333333,0.0,388.8333333333333
18912,10/10/2019 2.40.00,1.0,126.60000000000001,30.025,67.5,1010.4749999999999,0.0,378.25
18913,10/10/2019 2.50.00,1.0,112.53333333333333,30.1,66.96666666666667,1010.3666666666667,0.0,367.6666666666667
18914,10/10/2019 3.00.00,1.0,98.46666666666667,30.175,66.43333333333334,1010.2583333333333,0.0,357.0833333333333
18915,10/10/2019 3.10.00,1.0,84.4,30.25,65.9,1010.15,0.0,346.5
18916,10/10/2019 3.20.00,1.0,70.33333333333333,30.325,65.36666666666666,1010.0416666666666,0.0,335.91666666666663
18917,10/10/2019 3.30.00,1.0,56.266666666666666,30.4,64.83333333333333,1009.9333333333333,0.0,325.3333333333333
18918,10/10/2019 3.40.00,1.0,42.2,30.475,64.3,1009.825,0.0,314.75
18919,10/10/2019 3.50.00,1.0,28.133333333333326,30.55,63.766666666666666,1009.7166666666667,0.0,304.16666666666663
18920,10/10/2019 4.00.00,1.0,14.066666666666663,30.625,63.233333333333334,1009.6083333333333,0.0,293.5833333333333
18921,10/10/2019 4.10.00,1.0,0.0,30.7,62.7,1009.5,0.0,283.0
18922,10/10/2019 4.20.00,1.8,354.6,30.7,63.5,1009.6,0.0,299.7
18923,10/10/2019 4.30.00,1.4,14.1,30.8,63.5,1009.6,0.0,327.9
18924,10/10/2019 4.40.00,1.3,339.2,30.8,65.7,1009.6,0.0,247.8
18925,10/10/2019 4.50.00,1.6,23.2,30.8,66.3,1009.2,0.0,268.1
18926,10/10/2019 5.00.00,2.2,10.0,30.8,63.8,1008.8,0.0,385.0
18927,10/10/2019 5.10.00,1.3,19.9,31.0,62.6,1008.7,0.0,360.7
18928,10/10/2019 5.20.00,1.6,10.1,30.9,63.6,1008.6,0.0,171.4
18929,10/10/2019 5.30.00,1.8,349.3,30.5,64.8,1008.6,0.0,126.2
18930,10/10/2019 5.40.00,1.6,339.9,30.0,66.5,1008.2,0.0,90.7
18931,10/10/2019 5.50.00,1.5,345.6,29.8,69.5,1008.1,0.0,90.0
18932,10/10/2019 6.00.00,1.5,6.2,29.7,71.1,1008.1,0.0,90.5
18933,10/10/2019 6.10.00,1.7,12.9,29.5,72.1,1007.9,0.0,67.6
18934,10/10/2019 6.20.00,2.0,43.1,29.0,75.7,1007.9,0.0,42.6
18935,10/10/2019 6.30.00,1.85,33.4,28.15,82.2,1007.8499999999999,4.2,53.8
18936,10/10/2019 6.40.00,1.7,23.7,27.3,88.7,1007.8,8.4,65.0
18937,10/10/2019 6.50.00,1.0,79.7,26.9,91.2,1007.6,8.8,153.5
18938,10/10/2019 7.00.00,0.9,58.7,26.9,89.6,1007.5,8.8,126.3
18939,10/10/2019 7.10.00,0.1,42.2,27.2,89.8,1007.3,8.8,71.5
18940,10/10/2019 7.20.00,0.3,5.3,27.3,89.7,1007.3,9.0,78.0
18941,10/10/2019 7.30.00,0.7,1.0,27.5,88.8,1007.3,9.0,63.2
18942,10/10/2019 7.40.00,0.4,8.2,27.5,88.1,1007.1,9.4,59.2
18943,10/10/2019 7.50.00,0.4,346.6,27.6,87.7,1007.1,9.6,90.6
18944,10/10/2019 8.00.00,0.4,0.1,27.8,87.0,1007.3,9.6,119.3
18945,10/10/2019 8.10.00,0.4,17.3,27.8,87.1,1007.2,9.6,134.8
18946,10/10/2019 8.20.00,0.5,5.0,27.9,86.2,1007.2,9.6,151.0
18947,10/10/2019 8.30.00,0.6,344.6,28.2,84.2,1007.4,9.6,94.2
18948,10/10/2019 8.40.00,1.0,320.6,28.1,83.1,1007.4,9.6,33.0
18949,10/10/2019 8.50.00,1.0,307.4,27.9,82.5,1007.3,9.6,43.9
18950,10/10/2019 9.00.00,1.1,350.4,28.0,82.4,1007.3,9.6,56.8
18951,10/10/2019 9.10.00,0.9,335.4,28.0,82.4,1007.5,9.6,47.5
18952,10/10/2019 9.20.00,0.6,337.9,28.0,82.6,1007.5,9.6,24.1
18953,10/10/2019 9.30.00,0.5,12.5,27.9,84.2,1007.5,9.6,41.0
18954,10/10/2019 9.40.00,0.7,104.1,27.9,81.4,1007.4,9.6,47.1
18955,10/10/2019 9.50.00,1.2,156.5,27.7,82.9,1007.9,9.6,26.0
18956,10/10/2019 10.00.00,0.4,359.8,27.0,85.2,1008.1,9.6,18.1
18957,10/10/2019 10.10.00,0.5,53.2,26.5,85.4,1008.3,9.6,14.2
18958,10/10/2019 10.20.00,0.9,91.0,26.2,85.3,1008.3,9.6,12.1
18959,10/10/2019 10.30.00,0.4,26.6,26.1,84.6,1008.7,9.6,8.3
18960,10/10/2019 10.40.00,0.3,339.5,26.2,83.2,1008.8,9.6,3.3
18961,10/10/2019 10.50.00,0.4,11.2,26.2,82.9,1008.9,9.6,1.0
18962,10/10/2019 11.00.00,0.1,39.8,26.2,83.9,1009.1,9.6,0.3
18963,10/10/2019 11.10.00,0.0,0.0,26.1,84.6,1009.3,9.6,0.1
18964,10/10/2019 11.20.00,0.5,296.0,26.2,84.3,1009.3,9.6,0.2
18965,10/10/2019 11.30.00,0.5,294.6,26.3,84.0,1009.4,9.6,0.1
18966,10/10/2019 11.40.00,0.5,300.0,26.2,83.7,1009.7,9.6,0.2
18967,10/10/2019 11.50.00,0.1,338.5,26.2,83.3,1009.8,9.6,0.1
18968,10/10/2019 12.00.00,0.1,323.6,26.2,82.6,1009.7,9.6,0.1
18969,10/10/2019 12.10.00,0.1,327.8,26.2,83.0,1009.7,9.6,0.2
18970,10/10/2019 12.20.00,0.3,307.0,26.2,82.3,1009.9,9.6,0.2
18971,10/10/2019 12.30.00,0.2,328.2,26.3,82.9,1010.0,9.6,0.3
18972,10/10/2019 12.40.00,0.4,303.7,26.2,83.0,1010.0,9.6,0.1
18973,10/10/2019 12.50.00,0.5,300.7,26.2,82.8,1010.0,9.6,0.2
18974,10/10/2019 13.00.00,0.1,343.7,26.1,83.0,1010.1,9.6,0.1
18975,10/10/2019 13.10.00,0.0,0.0,26.0,82.7,1010.2,9.6,0.2
18976,10/10/2019 13.20.00,0.2,330.0,26.1,81.2,1010.3,9.6,0.2
18977,10/10/2019 13.30.00,0.3,308.1,26.3,80.5,1010.4,9.6,0.1
18978,10/10/2019 13.40.00,0.3,327.7,26.2,81.7,1010.4,9.6,0.3
18979,10/10/2019 13.50.00,0.0,0.0,26.1,82.2,1010.2,9.6,0.2
18980,10/10/2019 14.00.00,0.4,308.0,25.9,83.0,1010.3,9.6,0.2
18981,10/10/2019 14.10.00,0.6,280.3,26.1,82.0,1010.4,9.6,0.2
18982,10/10/2019 14.20.00,1.1,292.1,26.2,82.2,1010.5,9.6,0.2
18983,10/10/2019 14.30.00,1.1,269.3,26.3,82.9,1010.7,9.6,0.1
18984,10/10/2019 14.40.00,1.0,272.1,26.2,83.8,1010.7,9.6,0.1
18985,10/10/2019 14.50.00,0.4,323.1,26.1,85.4,1010.6,9.6,0.1
18986,10/10/2019 15.00.00,0.1,25.6,25.9,86.8,1010.6,9.6,0.2
18987,10/10/2019 15.10.00,0.2,322.6,25.9,87.0,1010.4,9.6,0.2
18988,10/10/2019 15.20.00,0.3,326.6,26.0,86.4,1010.6,9.6,0.2
18989,10/10/2019 15.30.00,0.1,352.9,25.9,87.2,1010.2,9.6,0.3
18990,10/10/2019 15.40.00,0.4,306.4,25.9,86.6,1010.5,9.6,0.2
18991,10/10/2019 15.50.00,0.4,289.0,25.9,86.3,1010.5,9.6,0.1
18992,10/10/2019 16.00.00,0.0,349.8,25.9,86.5,1010.3,9.6,0.1
18993,10/10/2019 16.10.00,0.0,344.2,25.8,87.2,1010.2,9.6,0.2
18994,10/10/2019 16.20.00,0.0,0.0,25.7,88.1,1010.1,9.6,0.1
18995,10/10/2019 16.30.00,0.0,0.0,25.6,88.5,1009.9,9.6,0.1
18996,10/10/2019 16.40.00,0.0,0.5,25.4,88.9,1009.8,9.6,0.1
18997,10/10/2019 16.50.00,0.0,0.0,25.5,89.1,1009.8,9.6,0.2
18998,10/10/2019 17.00.00,0.0,0.0,25.4,88.9,1009.9,0.0,0.1
18999,10/10/2019 17.10.00,0.0,0.0,25.4,88.6,1009.6,0.0,0.1
19000,10/10/2019 17.20.00,0.2,62.9,25.5,88.3,1009.4,0.0,0.2
19001,10/10/2019 17.30.00,0.0,0.0,25.6,88.1,1009.5,0.0,0.1
19002,10/10/2019 17.40.00,0.0,15.6,25.6,88.8,1009.4,0.0,0.2
19003,10/10/2019 17.50.00,0.0,0.0,25.5,89.0,1009.0,0.0,0.0
19004,10/10/2019 18.00.00,0.0,0.0,25.5,89.4,1008.9,0.0,0.0
19005,10/10/2019 18.10.00,0.0,0.0,25.5,89.9,1008.9,0.0,0.1
19006,10/10/2019 18.20.00,0.0,0.0,25.4,90.4,1008.7,0.0,0.1
19007,10/10/2019 18.30.00,0.0,0.0,25.386666666666667,90.30666666666667,1008.6533333333334,0.0,0.10666666666666667
19008,10/10/2019 18.40.00,0.0,0.0,25.37333333333333,90.21333333333334,1008.6066666666667,0.0,0.11333333333333334
19009,10/10/2019 18.50.00,0.0,0.0,25.36,90.12,1008.5600000000001,0.0,0.12000000000000001
19010,10/10/2019 19.00.00,0.0,0.0,25.346666666666664,90.02666666666667,1008.5133333333333,0.0,0.12666666666666668
19011,10/10/2019 19.10.00,0.0,0.0,25.333333333333332,89.93333333333334,1008.4666666666667,0.0,0.13333333333333333
19012,10/10/2019 19.20.00,0.0,0.0,25.32,89.84,1008.4200000000001,0.0,0.14
19013,10/10/2019 19.30.00,0.0,0.0,25.306666666666665,89.74666666666667,1008.3733333333333,0.0,0.14666666666666667
19014,10/10/2019 19.40.00,0.0,0.0,25.293333333333333,89.65333333333334,1008.3266666666667,0.0,0.15333333333333335
19015,10/10/2019 19.50.00,0.0,0.0,25.279999999999998,89.56,1008.28,0.0,0.16
19016,10/10/2019 20.00.00,0.0,0.0,25.266666666666666,89.46666666666667,1008.2333333333333,0.0,0.16666666666666669
19017,10/10/2019 20.10.00,0.0,0.0,25.253333333333334,89.37333333333333,1008.1866666666667,0.0,0.17333333333333334
19018,10/10/2019 20.20.00,0.0,0.0,25.24,89.28,1008.14,0.0,0.18
19019,10/10/2019 20.30.00,0.0,0.0,25.226666666666667,89.18666666666667,1008.0933333333334,0.0,0.18666666666666668
19020,10/10/2019 20.40.00,0.0,0.0,25.21333333333333,89.09333333333333,1008.0466666666666,0.0,0.19333333333333336
19021,10/10/2019 20.50.00,0.0,0.0,25.2,89.0,1008.0,0.0,0.2
19022,10/10/2019 21.00.00,0.0,0.0,25.0,89.8,1008.3,0.0,0.2
