,waktu,windspeed,winddir,temp,rh,pressure,rain,solrad
11176,19/03/18 11.40,1.5,312.4,29.1,74.1,1007.7,0,1.8
11177,19/03/18 11.50,1.3,308.9,29.2,73.4,1007.8,0,0.7
11178,19/03/18 12.00,1,309.1,29.2,72.9,1008.2,0,0.9
11179,19/03/18 12.10,0.7,322.6,29.3,72.7,1008.5,0,1
11180,19/03/18 12.20,0.2,345.5,29.2,73.7,1008.9,0,1.8
11181,19/03/18 12.30,0,0,29.1,74.6,1009,0,1
11182,19/03/18 12.40,0,0,28.9,75.5,1009.1,0,0.7
11183,19/03/18 12.50,0,19.7,28.8,75.7,1009.3,0,1.4
11184,19/03/18 13.00,0.2,29.8,29,75.2,1009.4,0,1.1
11185,19/03/18 13.10,0,7.6,28.9,74.6,1009.4,0,0.5
11186,19/03/18 13.20,0.1,22.9,28.9,74.9,1009.8,0,0.9
11187,19/03/18 13.30,0,10.7,28.9,74.7,1010,0,2.3
11188,19/03/18 13.40,1.6,279.4,29,72.5,1010.2,0,1.3
11189,19/03/18 13.50,3.5,253,28.1,73.5,1010.5,0,0.9
11190,19/03/18 14.00,2.2,261.6,27.4,75.7,1010.7,0,0.5
11191,19/03/18 14.10,1,313.1,27.1,77.1,1010.5,0,1
11192,19/03/18 14.20,0.8,354.2,26.5,83,1010.5,1.4,5.4
11193,19/03/18 14.30,1,99.1,25.7,88.1,1010.4,1.4,6.8
11194,19/03/18 14.40,0.833333333,88.53333333,25.7,88.4,1010.466667,1.466666667,7.833333333
11195,19/03/18 14.50,0.666666667,77.96666667,25.7,88.7,1010.533333,1.533333333,8.866666667
11196,19/03/18 15.00,0.5,67.4,25.7,89,1010.6,1.6,9.9
11197,19/03/18 15.10,1,118.3,25.7,88.1,1010.7,1.6,4.9
11198,19/03/18 15.20,1.5,134.2,26,85.2,1010.6,1.6,9
11199,19/03/18 15.30,2.1,130.5,26.2,80.7,1010.8,1.6,10.2
11200,19/03/18 15.40,2.1,127.4,26.2,80.6,1011,1.6,7.9
11201,19/03/18 15.50,1.7,129,25.8,81.5,1010.9,1.6,5.8
11202,19/03/18 16.00,1.8,142.9,25.7,84.1,1010.8,1.6,6.5
11203,19/03/18 16.10,1.6,129.8,25.7,85.3,1010.7,1.6,5.6
11204,19/03/18 16.20,1.8,137.3,25.7,85.1,1010.5,1.6,7
11205,19/03/18 16.30,1.1,125.3,25.7,85,1010.4,1.6,1.7
11206,19/03/18 16.40,1.6,80,25.9,84.6,1010.2,1.6,1.4
11207,19/03/18 16.50,1.6,126.5,26,84.7,1010.1,1.6,0.4
11208,19/03/18 17.00,1.7,128.8,26,85.1,1010,1.6,1.7
11209,19/03/18 17.10,1.8,118.1,25.9,85.7,1009.9,1.6,2.2
11210,19/03/18 17.20,1.6,120.4,25.9,86.8,1009.8,1.6,0.8
11211,19/03/18 17.30,1.7,126.8,25.8,88,1009.8,1.6,1.2
11212,19/03/18 17.40,1.1,128,25.7,88.1,1009.6,1.6,1.8
11213,19/03/18 17.50,1.4,117.6,25.8,87.8,1009.5,1.6,1.1
11214,19/03/18 18.00,1,123.8,25.8,87.3,1009.4,1.6,1
11215,19/03/18 18.10,1,136.1,25.7,86.6,1009.4,1.6,2.1
11216,19/03/18 18.20,0,28.7,25.7,87,1009.4,1.6,0.2
11217,19/03/18 18.30,0,11.2,25.6,87.4,1009.3,1.6,1
11218,19/03/18 18.40,0,12.2,25.6,87.7,1009.1,1.6,1.6
11219,19/03/18 18.50,0.1,41.1,25.5,87.8,1009.1,1.6,0.7
11220,19/03/18 19.00,0.2,42.1,25.6,87.6,1008.8,1.6,1.3
11221,19/03/18 19.10,0,0,25.5,88,1008.7,1.6,1
11222,19/03/18 19.20,0,0,25.5,88.1,1008.8,1.6,1.9
11223,19/03/18 19.30,0,0,25.4,88,1008.6,1.6,1.1
11224,19/03/18 19.40,0,7.55,25.35,88.05,1008.45,1.6,1.45
11225,19/03/18 19.50,0,15.1,25.3,88.1,1008.3,1.6,1.8
11226,19/03/18 20.00,0.3,71,25.4,87.8,1008.3,1.6,0.9
11227,19/03/18 20.10,0,29.8,25.3,87.1,1008.2,1.6,0.6
11228,19/03/18 20.20,0.2,165.75,25.3,86.95,1008.3,1.6,0.95
11229,19/03/18 20.30,0.4,301.7,25.3,86.8,1008.4,1.6,1.3
11230,19/03/18 20.40,0.3,28.3,25.6,85.3,1008.4,1.6,1
11231,19/03/18 20.50,0,0,25.6,85,1008.3,1.6,2.1
11232,19/03/18 21.00,0,0,25.5,85.75,1008.4,1.6,1.5
11233,19/03/18 21.10,0,0,25.4,86.5,1008.5,1.6,0.9
11234,19/03/18 21.20,0,353.6,25.3,87.4,1008.7,1.6,0.6
11235,19/03/18 21.30,0.033333333,352.4333333,25.3,87.7,1008.833333,1.6,0.866666667
11236,19/03/18 21.40,0.066666667,351.2666667,25.3,88,1008.966667,1.6,1.133333333
11237,19/03/18 21.50,0.1,350.1,25.3,88.3,1009.1,1.6,1.4
11238,19/03/18 22.00,0,0,25.1,89.1,1009.4,1.6,1.6
11239,19/03/18 22.10,0,0,25.1,89,1009.4,1.6,0.4
11240,19/03/18 22.20,0,0,25.1,89.3,1009.45,1.6,1
11241,19/03/18 22.30,0,0,25.1,89.6,1009.5,1.6,1.6
11242,19/03/18 22.40,0,0,25,90,1009.5,1.6,1.2
11243,19/03/18 22.50,0,0,24.9,90.5,1009.5,1.6,1.3
11244,19/03/18 23.00,0,0,24.9,90.7,1009.6,1.6,1.1
11245,19/03/18 23.10,0,0,25,90.8,1009.6,1.6,5.1
11246,19/03/18 23.20,0,0,25,90.8,1009.7,1.6,9.2
11247,19/03/18 23.30,0,0,25.15,90.45,1009.75,1.6,15.95
11248,19/03/18 23.40,0,0,25.3,90.1,1009.8,1.6,22.7
11249,19/03/18 23.50,0,0,25.6,89.3,1009.9,1.6,27.7
11250,20/03/18 00.00,0.1,21.3,25.9,88.2,1010,0,32.1
11251,20/03/18 00.10,0,0,26.1,85.9,1010,0,39.1
11252,20/03/18 00.20,0,10.8,26.6,84,1010.1,0,43.3
11253,20/03/18 00.30,0.8,99.8,27.1,81.7,1010.2,0,54.4
11254,20/03/18 00.40,0.4,66.4,27.5,79.1,1010,0,61.1
11255,20/03/18 00.50,0.5,60.7,28.2,76.8,1010,0,77.4
11256,20/03/18 00.50,0,0,0,0,0,0,0
11257,20/03/18 01.00,0.4,71.8,28.6,74.6,1010.2,0,229.7
11258,20/03/18 01.10,0.4,85.3,29.4,71.7,1010.1,0,306.7
11259,20/03/18 01.20,0.7,299,29.4,70.5,1010.2,0,329.2
11260,20/03/18 01.30,0.9,285.7,29.5,68.6,1010.2,0,367.4
11261,20/03/18 01.40,0.3,336.3,29.9,68.2,1010.1,0,408.9
11262,20/03/18 01.50,0.7,316.1,30.2,65.9,1010.2,0,443.8
11263,20/03/18 02.00,0.5,327.1,30.5,64.6,1010,0,487.2
11264,20/03/18 02.10,0.35,181.05,31.05,61.9,1009.9,0,452.4
11265,20/03/18 02.20,0.2,35,31.6,59.2,1009.8,0,417.6
11266,20/03/18 02.30,0.8,336.8,31.6,59,1009.8,0,517.5
11267,20/03/18 02.40,1.4,290.9,31.3,59.3,1009.7,0,565.6
11268,20/03/18 02.50,1.2,275.2,31.4,59.2,1009.5,0,568.6
11269,20/03/18 03.00,0.5,332,31.8,57.2,1009.4,0,629
11270,20/03/18 03.10,1.4,298.7,32.4,59.3,1009.1,0,620.4
11271,20/03/18 03.20,1.8,327.9,31.7,62.8,1009,0,417.8
11272,20/03/18 03.30,1.5,11.9,32.3,60.8,1008.9,0,646.5
11273,20/03/18 03.40,1,313.4,32.5,59,1008.6,0,694
11274,20/03/18 03.50,1.5,0.4,32.7,60.9,1008.3,0,625.2
11275,20/03/18 04.00,1.5,353,32.7,60.9,1008.1,0,578.3
11276,20/03/18 04.10,1,37,33.2,57.7,1007.7,0,670.3
11277,20/03/18 04.20,1.2,179.25,33,59.05,1007.7,0,672.7
11278,20/03/18 04.30,1.4,321.5,32.8,60.4,1007.7,0,675.1
11279,20/03/18 04.40,1.75,320.15,32.75,60.35,1007.6,0,704.2
11280,20/03/18 04.50,2.1,318.8,32.7,60.3,1007.5,0,733.3
11281,20/03/18 05.00,2,311.8,32.9,59.3,1007.3,0,738.2
11282,20/03/18 05.10,2.8,346.4,32.5,61,1007.2,0,722.5
11283,20/03/18 05.20,3.1,320.8,32.2,60,1007.1,0,688.2
11284,20/03/18 05.30,3.1,322.9,31.8,60.8,1006.8,0,681.3
11285,20/03/18 05.40,2.6,342.6,32.3,61,1006.8,0,723.5
11286,20/03/18 05.50,3.5,312.6,32.1,62.4,1006.6,0,712.5
11287,20/03/18 06.00,3.333333333,322.5333333,32.1,62.2,1006.5,0,701.7666667
11288,20/03/18 06.10,3.166666667,332.4666667,32.1,62,1006.4,0,691.0333333
11289,20/03/18 06.20,3,342.4,32.1,61.8,1006.3,0,680.3
11290,20/03/18 06.30,3,321.3,31.9,63.4,1006.3,0,608.3
11291,20/03/18 06.40,3.9,317.3,31.4,65.8,1006.1,0,557.9
11292,20/03/18 06.50,2.9,297.4,31.9,64.8,1006.2,0,553.3
11293,20/03/18 07.00,3.9,305.4,31.2,65.5,1006.1,0,554.5
11294,20/03/18 07.10,3.8,330.9,31.3,67.1,1006.2,0,506.5
11295,20/03/18 07.20,3.45,327.55,31.2,67.6,1006.1,0,439.5
11296,20/03/18 07.30,3.1,324.2,31.1,68.1,1006,0,372.5
11297,20/03/18 07.40,3.8,313.5,30.6,70.2,1005.9,0,194.6
11298,20/03/18 07.50,3.4,302.1,30.4,68.4,1005.6,0,109.5
11299,20/03/18 08.00,3.3,310.4,30.2,70.55,1005.3,0,89.55
11300,20/03/18 08.10,3.2,318.7,30,72.7,1005,0,69.6
11301,20/03/18 08.20,2.6,297.2,30,72.8,1005.5,0,63.6
11302,20/03/18 08.30,2,332.7,30.1,72.5,1005.6,0,65.4
11303,20/03/18 08.40,1.8,303,30.1,72.9,1005.3,0,57.3
11304,20/03/18 08.50,2.7,288.6,29.9,74.1,1005.4,0,43.3
11305,20/03/18 09.00,2.7,310.4,29.8,74.4,1005.7,0,19.7
11306,20/03/18 09.10,2.2,321.85,29.2,68.15,1005.75,0,17.65
11307,20/03/18 09.20,1.7,333.3,28.6,61.9,1005.8,0,15.6
11308,20/03/18 09.30,1.9,259.8,27,72.4,1005.5,0.2,18.9
11309,20/03/18 09.40,0.6,278.4,25.9,83.7,1005.4,0.6,11.2
11310,20/03/18 09.50,0.3,356.2,25.7,85,1005.2,0.6,8.4
11311,20/03/18 10.00,0.6,37.2,25.6,86.6,1005.2,0.6,14.9
11312,20/03/18 10.10,1.3,142.8,25.8,82.5,1005.2,0.6,16.1
11313,20/03/18 10.20,0.4,73,26,82.3,1005.1,0.6,11.2
11314,20/03/18 10.30,0.1,27.1,25.9,83.8,1005.2,0.8,8.8
11315,20/03/18 10.40,0.4,85.7,25.7,86.4,1005.5,0.8,15.4
11316,20/03/18 10.50,0.2,48.1,25.7,86.8,1005.3,0.8,9.3
11317,20/03/18 11.00,0.1,22.2,25.7,88,1005.5,1,5.1
11318,20/03/18 11.10,0,0,25.7,88.3,1005.4,1,11.6
11319,20/03/18 11.20,0,3.1,25.8,89,1005.5,1,4.6
11320,20/03/18 11.30,0,0,25.9,89.3,1005.7,1,5.6
11321,20/03/18 11.40,0.1,25.2,26.1,90.4,1006,1,7
11322,20/03/18 11.50,0.05,12.6,26.15,89.4,1006.25,1,7.95
11323,20/03/18 12.00,0,0,26.2,88.4,1006.5,1,8.9
11324,20/03/18 12.10,0,0,26.3,89.1,1006.7,1,5.6
11325,20/03/18 12.20,0,0,26.2,87.7,1006.9,1,10.4
11326,20/03/18 12.30,0,172.7,26.35,85.65,1007.05,1,11.55
11327,20/03/18 12.40,0,345.4,26.5,83.6,1007.2,1,12.7
11328,20/03/18 12.50,0.2,310.4,26.7,82.4,1007.3,1,10.1
11329,20/03/18 13.00,0.1,328,26.7,82.45,1007.45,1,7.85
11330,20/03/18 13.10,0,345.6,26.7,82.5,1007.6,1,5.6
11331,20/03/18 13.20,0,0,26.7,83.9,1007.8,1,8.4
11332,20/03/18 13.30,0,0,26.6,85,1007.7,1,13.5
11333,20/03/18 13.40,0.3,330.6,26.7,83.6,1007.8,1,9.8
11334,20/03/18 13.50,0,0,27,82.3,1008,1,2.2
11335,20/03/18 14.00,0.1,336.4,27.1,81.8,1008.1,1,8.6
11336,20/03/18 14.10,0.2,319.7,27.6,79.2,1008.2,1,5.2
11337,20/03/18 14.20,0.4,320.5,27.4,80.7,1008.3,1,5
11338,20/03/18 14.30,0.5,330.7,27.6,78.9,1008.1,1,1.5
11339,20/03/18 14.40,0.3,336.2,27.7,78.6,1008.1,1,1.5
11340,20/03/18 14.50,0.1,334.4,27.5,80.3,1008,1,0.8
11341,20/03/18 15.00,0.5,312.9,27.4,80.7,1008.1,1,2.3
11342,20/03/18 15.10,0.65,300.4,27.5,79.9,1008.15,1,1.6
11343,20/03/18 15.20,0.8,287.9,27.6,79.1,1008.2,1,0.9
11344,20/03/18 15.30,0,10.7,27.5,80.1,1008,1,1.4
11345,20/03/18 15.40,0.7,280.3,27.5,79.8,1007.9,1,1.4
11346,20/03/18 15.50,1,268.5,27.5,79.6,1007.8,1,1.1
11347,20/03/18 16.00,1.8,245.6,27.4,80.4,1007.8,1,0.8
11348,20/03/18 16.10,1.45,245.85,27.35,80.65,1007.8,1,0.65
11349,20/03/18 16.20,1.1,246.1,27.3,80.9,1007.8,1,0.5
11350,20/03/18 16.30,1,292.4,27.3,80.8,1007.7,1,1.7
11351,20/03/18 16.40,0.7,296.3,27.1,81.8,1007.7,1,1.1
11352,20/03/18 16.50,1,258.4,27.2,80.9,1007.6,1,1.4
11353,20/03/18 17.00,0.3,338.5,27.2,81.2,1007.5,1,0.3
11354,20/03/18 17.10,0,0,26.8,83.2,1007.4,1,2.2
11355,20/03/18 17.20,0,0,26.6,84.7,1007.5,1,0.2
11356,20/03/18 17.30,0,0,26.5,84.1,1007.4,1,1.6
11357,20/03/18 17.40,0.1,324,26.6,84,1007.4,1,1.5
11358,20/03/18 17.50,0.2,356.3,26.8,82.5,1007.3,1,1.1
11359,20/03/18 18.00,0.6,304.1,26.9,81.2,1007.2,1,1.5
11360,20/03/18 18.10,0.1,2.7,26.7,81.6,1007.2,1,0.6
11361,20/03/18 18.20,0.4,307.4,26.5,82.6,1007,1,1.5
11362,20/03/18 18.30,0.2,352,26.5,83.6,1006.9,1,1.1
11363,20/03/18 18.40,0,0,26.3,84.9,1006.5,1,1.2
11364,20/03/18 18.50,0,0,26,86,1006.4,1,1.1
11365,20/03/18 19.00,0.3,355,26,85.9,1006.2,1,0.9
11366,20/03/18 19.10,1,285.4,26.7,81.5,1006.2,1,0.5
11367,20/03/18 19.20,1.2,255.4,26.9,80.9,1006.3,1,1.3
11368,20/03/18 19.30,0.9,268.15,26.8,81.25,1006.35,1,1.7
11369,20/03/18 19.40,0.6,280.9,26.7,81.6,1006.4,1,2.1
11370,20/03/18 19.50,1,261,26.6,81.95,1006.3,1,1.55
11371,20/03/18 20.00,1.4,241.1,26.5,82.3,1006.2,1,1
11372,20/03/18 20.10,1.2,246.2,26.4,82.4,1006.3,1,1
11373,20/03/18 20.20,1.4,260.5,26.4,81.9,1006.2,1,0.7
11374,20/03/18 20.30,1,259.8,26.4,81.9,1006.2,1,1.4
11375,20/03/18 20.40,0.8,258.8,26.4,82.5,1006.2,1,1.1
11376,20/03/18 20.50,0.6,285.1,26.4,82.6,1006.2,1,0.9
11377,20/03/18 21.00,0.3,318.1,26.4,82.5,1006.2,1,0.9
11378,20/03/18 21.10,0.5,301.7,26.2,83.3,1006.4,1,1
11379,20/03/18 21.20,0.3,298.8,26.2,83.7,1006.3,1,0.6
11380,20/03/18 21.30,0.8,299.1,26.4,83.1,1006.4,1,0.8
11381,20/03/18 21.40,1.3,264.2,26.5,82.6,1006.5,1,1.5
11382,20/03/18 21.50,0.9,287.3,26.5,82.2,1006.7,1,1.2
11383,20/03/18 22.00,1.6,242.5,26.5,81.3,1006.6,1,2.3
11384,20/03/18 22.10,1.1,280.9,26.6,79.2,1006.7,1,0.9
11385,20/03/18 22.20,1.1,268.1,26.6,79.3,1006.7,1,0.6
11386,20/03/18 22.30,1.5,295.9,26.6,79.4,1006.7,1,0.6
11387,20/03/18 22.40,1.6,294.1,26.5,79.3,1006.8,1,1.3
11388,20/03/18 22.50,2.1,293.3,26.6,77.5,1007.1,1,1.1
11389,20/03/18 23.00,2.3,275.5,26.5,76.9,1007.2,1,1.7
11390,20/03/18 23.10,2.6,313.9,26.5,78.1,1007.3,1,4
11391,20/03/18 23.20,1.6,310.5,26.4,79.1,1007.1,1,10.2
11392,20/03/18 23.30,2.2,277.6,26.4,79.7,1007.4,1,19.8
11393,20/03/18 23.40,2.2,291.2,26.4,78.5,1007.7,1,26.1
11394,20/03/18 23.50,1.9,251.6,26.6,77.4,1007.9,1,28.4
11395,21/03/18 00.00,2.4,266.8,26.5,77.9,1008,0,35.2
11396,21/03/18 00.10,2.1,277.5,26.4,78.7,1008.1,0,45.8
11397,21/03/18 00.20,2.1,293.1,26.4,77.9,1007.8,0,56.8
11398,21/03/18 00.30,1.4,295.4,26.6,77.4,1008.1,0,75.1
11399,21/03/18 00.40,2.4,252.4,26.7,76.3,1008.1,0,112.1
11400,21/03/18 00.50,2.6,235.3,26.7,76.7,1008.3,0,91.2
11401,21/03/18 01.00,1.9,294.2,26.5,79.3,1008.5,0,65.8
11402,21/03/18 01.10,1.7,296.6,26.5,79.8,1008.9,0,73.7
11403,21/03/18 01.20,1.4,294.5,26.7,79.5,1009.1,0,80.6
11404,21/03/18 01.30,1.8,276.1,26.7,78.4,1009.3,0,68.9
11405,21/03/18 01.40,2,267.7,26.9,77.3,1009.6,0,84.5
11406,21/03/18 01.50,2.2,259.3,27.1,76.2,1009.9,0,100.1
11407,21/03/18 02.00,2,269.8,27.2,76,1009.9,0,149.1
11408,21/03/18 02.10,2.2,306.7,27.3,74.2,1009.9,0,172.7
11409,21/03/18 02.20,2.6,281.8,27.3,73.9,1009.9,0,166.7
11410,21/03/18 02.30,2.9,317.5,27.3,73.9,1009.5,0,191
11411,21/03/18 02.40,2.3,265.6,27.4,72.7,1009.6,0,163.2
11412,21/03/18 02.50,2,290.5,27.4,72.5,1009.5,0,189
11413,21/03/18 03.00,2,314,27.6,72.4,1009.2,0,258.6
11414,21/03/18 03.10,1.6,347.8,27.8,71.6,1009,0,314.1
11415,21/03/18 03.20,1.8,283.5,28.3,69.9,1008.9,0,327.8
11416,21/03/18 03.30,1.7,257.3,28.8,68.2,1008.8,0,391.5
11417,21/03/18 03.40,1.1,311.7,28.9,66.7,1008.5,0,329
11418,21/03/18 03.50,2.7,275.4,29,67.4,1008.5,0,294.1
11419,21/03/18 04.00,2.3,272.3,28.8,68,1008.4,0,250.3
11420,21/03/18 04.10,2.5,345,29,65.8,1008,0,318.6
11421,21/03/18 04.20,2.76,319.26,29.06,65.98,1008.04,0,329.88
11422,21/03/18 04.30,3.02,293.52,29.12,66.16,1008.08,0,341.16
11423,21/03/18 04.40,3.28,267.78,29.18,66.34,1008.12,0,352.44
11424,21/03/18 04.50,3.54,242.04,29.24,66.52,1008.16,0,363.72
11425,21/03/18 05.00,3.8,216.3,29.3,66.7,1008.2,0,375
11426,21/03/18 05.10,3.5,266.6,29,68.2,1007.9,0,286.5
11427,21/03/18 05.20,2.1,292.6,29.2,67.8,1007.7,0,474.3
11428,21/03/18 05.30,2.3,339.3,29.9,64.8,1007.6,0,598.6
11429,21/03/18 05.40,2.5,288.9,30.3,61.7,1007.4,0,540.6
11430,21/03/18 05.50,2.7,282.8,29.6,63.6,1007.5,0,217.4
11431,21/03/18 06.00,2.9,287.8666667,29.36666667,64.2,1007.433333,0,300.0333333
11432,21/03/18 06.10,3.1,292.9333333,29.13333333,64.8,1007.366667,0,382.6666667
11433,21/03/18 06.20,3.3,298,28.9,65.4,1007.3,0,465.3
11434,21/03/18 06.30,4.2,285.5,29.2,62.3,1007.1,0,555.6
11435,21/03/18 06.40,4.7,272.6,28.9,63.2,1007,0,505.1
11436,21/03/18 06.50,3.3,241.9,29,63.4,1006.7,0,525.4
11437,21/03/18 07.00,2.2,337,29.1,63.2,1006.6,0,449.7
11438,21/03/18 07.10,3,300.6,28.5,65.6,1006.2,0,233.6
11439,21/03/18 07.20,3.8,242.9,28,69,1006.2,0,178.7
11440,21/03/18 07.30,2.2,299.7,28.2,68.1,1006.2,0,245.6
11441,21/03/18 07.40,2.5,286.5,28.8,64.5,1006,0,229
11442,21/03/18 07.50,2.4,279.2,28.5,65.2,1006,0,189
11443,21/03/18 08.00,2.6,273.7,28.2,66.7,1005.9,0,182.75
11444,21/03/18 08.10,2.8,268.2,27.9,68.2,1005.8,0,176.5
11445,21/03/18 08.20,2.3,260.4,27.9,69.1,1005.7,0,160.5
11446,21/03/18 08.30,2.4,269.7,28.1,68.5,1005.5,0,169.1
11447,21/03/18 08.40,3.4,246.9,28.2,68.5,1005.4,0,163.8
11448,21/03/18 08.50,2.3,296.6,28.4,68.1,1005.3,0,146.9
11449,21/03/18 09.00,3.2,314.2,28.3,67.2,1005.3,0,117.3
11450,21/03/18 09.10,3.2,244.7,28.3,67.1,1005.2,0,112.3
11451,21/03/18 09.20,1.9,248.5,28.3,67.2,1005.1,0,97.3
11452,21/03/18 09.30,2.2,278.9,28.3,67.8,1004.8,0,86.4
11453,21/03/18 09.40,2.6,237.6,28.2,68.6,1004.8,0,74.7
11454,21/03/18 09.50,2.6,241.3,28.3,68.5,1004.7,0,73.1
11455,21/03/18 10.00,2.2,250.5,28.3,68.7,1004.6,0,67.9
11456,21/03/18 10.10,2.1,272.4,28.4,68.6,1004.5,0,57.3
11457,21/03/18 10.20,2.3,270.1,28.4,68.3,1004.7,0,41.9
11458,21/03/18 10.30,3.2,259.3,28.3,68,1004.8,0,30
11459,21/03/18 10.40,2.2,304,28.2,68.8,1004.6,0,20.9
11460,21/03/18 10.50,2.3,297.7,28,69.7,1004.6,0,11.9
11461,21/03/18 11.00,2.4,295.8,27.7,71.4,1004.7,0,5.5
11462,21/03/18 11.10,2.5,271.4,27.5,71.2,1004.8,0,1.2
11463,21/03/18 11.20,2.05,307.7,27.45,71.25,1005,0,1
11464,21/03/18 11.30,1.6,344,27.4,71.3,1005.2,0,0.8
11465,21/03/18 11.40,1.8,355.9,27.3,72,1005.5,0,1.9
11466,21/03/18 11.50,1.9,311,27.25,72.45,1005.5,0,1.15
11467,21/03/18 12.00,2,266.1,27.2,72.9,1005.5,0,0.4
11468,21/03/18 12.10,2,301.9,27.2,71.4,1005.7,0,0.9
11469,21/03/18 12.20,2.3,316.8,27.1,70.6,1005.9,0,0.5
11470,21/03/18 12.30,1.8,320.8666667,27.03333333,71.5,1006.133333,0,1
11471,21/03/18 12.40,1.3,324.9333333,26.96666667,72.4,1006.366667,0,1.5
11472,21/03/18 12.50,0.8,329,26.9,73.3,1006.6,0,2
11473,21/03/18 13.00,1.7,288.9,26.9,73.5,1006.7,0,1.1
11474,21/03/18 13.10,1.35,304.9,26.85,73.6,1006.95,0,1
11475,21/03/18 13.20,1,320.9,26.8,73.7,1007.2,0,0.9
11476,21/03/18 13.30,1.8,315.1,26.8,74,1007.2,0,1.4
11477,21/03/18 13.40,1.1,313.8,26.7,74.6,1007.4,0,1.2
11478,21/03/18 13.50,1.3,290.3,26.7,75.1,1007.5,0,1.1
11479,21/03/18 14.00,1.8,267,26.6,75.3,1007.6,0,1.1
11480,21/03/18 14.10,1.4,13.4,26.6,75.2,1007.5,0,1.3
11481,21/03/18 14.20,1.6,272.4,26.6,74.8,1007.4,0,0.3
11482,21/03/18 14.30,1.7,306.4,26.7,74.7,1007.4,0,0.6
11483,21/03/18 14.40,1.4,303.3,26.7,74.8,1007.5,0,1.4
11484,21/03/18 14.50,1.9,282.6,26.7,75,1007.5,0,1.1
11485,21/03/18 15.00,1.6,302.5,26.7,75.5,1007.5,0,1.7
11486,21/03/18 15.10,2.1,268.1,26.7,76,1007.6,0,0.3
11487,21/03/18 15.20,1.6,315.9,26.8,75.9,1007.6,0,1.7
11488,21/03/18 15.30,2,287.9,26.8,76.1,1007.8,0,0.7
11489,21/03/18 15.40,1.2,303.3,26.7,76.7,1007.8,0,0.6
11490,21/03/18 15.50,1.2,294.8,26.7,77.2,1007.9,0,0.9
11491,21/03/18 16.00,1.1,289.6,26.6,77.6,1007.9,0,0.8
11492,21/03/18 16.10,1.3,300.2,26.5,78.2,1007.8,0,2
11493,21/03/18 16.20,1.2,276.7,26.6,78.1,1007.8,0,1.2
11494,21/03/18 16.30,1.7,283.4,26.6,78,1007.8,0,1.3
11495,21/03/18 16.40,1.3,156.2,26.55,78.55,1007.7,0,1.2
11496,21/03/18 16.50,0.9,29,26.5,79.1,1007.6,0,1.1
11497,21/03/18 17.00,1.1,254.3,26.5,79.1,1007.7,0,0.6
11498,21/03/18 17.10,1.9,283.8,26.5,79.1,1007.5,0,0.7
11499,21/03/18 17.20,1.4,240.6,26.5,79.15,1007.4,0,0.75
11500,21/03/18 17.30,0.9,197.4,26.5,79.2,1007.3,0,0.8
11501,21/03/18 17.40,1.2,254.1,26.4,79.9,1007.1,0,0.5
11502,21/03/18 17.50,1.1,263.8,26.45,80.2,1007,0,1
11503,21/03/18 18.00,1,273.5,26.5,80.5,1006.9,0,1.5
11504,21/03/18 18.10,0.9,296.5,26.5,80.8,1006.7,0,1.4
11505,21/03/18 18.20,1.3,264,26.5,81,1006.7,0,1.5
11506,21/03/18 18.30,1.8,304.5,26.6,81,1006.6,0,1
11507,21/03/18 18.40,0.7,278.5,26.6,81.2,1006.6,0,1
11508,21/03/18 18.50,0.7,320.6,26.5,81.4,1006.6,0,1.4
11509,21/03/18 19.00,0.8,310.8,26.5,81.4,1006.2,0,1.7
11510,21/03/18 19.10,0.6,314.9,26.5,81.8,1006.3,0,1.9
11511,21/03/18 19.20,0.8,317.5,26.4,82.3,1006.4,0,0.4
11512,21/03/18 19.30,0.8,334.7,26.4,82.7,1006.3,0,0.6
11513,21/03/18 19.40,1.2,284.8,26.5,82.6,1006.4,0,0.8
11514,21/03/18 19.50,0.4,323.6,26.5,82.3,1006.2,0,0.6
11515,21/03/18 20.00,0.9,322.3,26.6,81.7,1006.4,0,1
11516,21/03/18 20.10,1.5,315.9,26.6,80.9,1006.4,0,1
11517,21/03/18 20.20,1.1,282.9,26.5,81.4,1006.2,0,0.6
11518,21/03/18 20.30,0.9,313.6,26.5,82,1006.3,0,1.7
11519,21/03/18 20.40,0.8,278.7,26.4,82,1006.2,0,0.6
11520,21/03/18 20.50,1,277.2,26.5,81.6,1006.2,0,1.1
11521,21/03/18 21.00,2,264.2,26.4,79.4,1006.3,0,0.3
11522,21/03/18 21.10,1.5,289.2,26.3,79.3,1006.4,0,1.7
11523,21/03/18 21.20,2,246.7,26.1,76.9,1006.3,0,1.6
11524,21/03/18 21.30,1.4,265.4,26,76.5,1006.4,0,1.6
11525,21/03/18 21.40,1.6,258.9,25.9,75.7,1006.2,0,0.4
11526,21/03/18 21.50,1.3,270.7,25.9,76,1006.2,0,0.6
11527,21/03/18 22.00,0.85,282.2,25.7,76.7,1006.4,0,0.85
11528,21/03/18 22.10,0.4,293.7,25.5,77.4,1006.6,0,1.1
11529,21/03/18 22.20,0.9,290,25.6,75.7,1006.6,0,0.7
11530,21/03/18 22.30,2,251.6,25.6,75.1,1006.5,0,1.8
11531,21/03/18 22.40,1.7,238,25.6,75.2,1006.5,0,0.7
11532,21/03/18 22.50,1.5,234.6,25.6,75.3,1006.4,0,1.3
